id,name,total.over.15,male.over.15,male.college,male.grad,male.other,female.over.15,female.college,female.grad,female.other
26140,"Homosassa Springs, FL Metro Area",123398,59223,1353,256,57614,64175,1752,615,61808
10780,"Alexandria, LA Metro Area",122983,60214,1753,930,57531,62769,3441,1180,58148
33260,"Midland, TX Metro Area",122959,61063,2823,462,57778,61896,4010,572,57314
48660,"Wichita Falls, TX Metro Area",122860,63317,4056,454,58807,59543,5037,645,53861
45900,"Traverse City, MI Micro Area",122799,60343,2709,261,57373,62456,3580,688,58188
10500,"Albany, GA Metro Area",122752,56987,4427,455,52105,65765,8812,786,56167
33780,"Monroe, MI Metro Area",122646,60069,3071,409,56589,62577,3979,601,57997
27620,"Jefferson City, MO Metro Area",122426,62575,2887,1092,58596,59851,3671,1433,54747
39060,"Pottsville, PA Micro Area",122036,62211,1470,549,60192,59825,1977,850,56998
22520,"Florence-Muscle Shoals, AL Metro Area",121949,57665,3777,369,53519,64284,5122,345,58817
48540,"Wheeling, WV-OH Metro Area",121891,60199,2074,548,57577,61692,3412,1122,57158
40580,"Rocky Mount, NC Metro Area",120964,56350,2424,665,53261,64614,4362,1084,59168
24300,"Grand Junction, CO Metro Area",120407,59222,3996,457,54769,61185,4691,731,55763
45500,"Texarkana, TX-AR Metro Area",120257,59592,2377,712,56503,60665,3342,436,56887
21060,"Elizabethtown-Fort Knox, KY Metro Area",119766,59470,3587,912,54971,60296,4732,1172,54392
20020,"Dothan, AL Metro Area",119497,56503,2267,367,53869,62994,3305,683,59006
17660,"Coeur d'Alene, ID Metro Area",118942,58249,2815,307,55127,60693,3889,647,56157
25620,"Hattiesburg, MS Metro Area",118317,55717,5383,878,49456,62600,8451,1479,52670
31460,"Madera, CA Metro Area",117596,55955,3042,480,52433,61641,4292,720,56629
34060,"Morgantown, WV Metro Area",117040,60382,12740,363,47279,56658,11354,624,44680
41100,"St. George, UT Metro Area",116213,56621,4902,508,51211,59592,5069,738,53785
27780,"Johnstown, PA Metro Area",115923,56730,2840,1329,52561,59193,2990,2295,53908
34900,"Napa, CA Metro Area",115529,57055,3105,1172,52778,58474,3708,1484,53282
25260,"Hanford-Corcoran, CA Metro Area",115439,65575,4005,1082,60488,49864,3839,896,45129
46660,"Valdosta, GA Metro Area",114952,55975,6674,909,48392,58977,8455,517,50005
39660,"Rapid City, SD Metro Area",114388,57602,4075,513,53014,56786,4282,1030,51474
36220,"Odessa, TX Metro Area",114192,57298,3043,805,53450,56894,4284,493,52117
22380,"Flagstaff, AZ Metro Area",113254,55498,10357,564,44577,57756,12820,717,44219
21700,"Eureka-Arcata-Fortuna, CA Micro Area",113177,56278,6572,450,49256,56899,7177,539,49183
29100,"La Crosse-Onalaska, WI-MN Metro Area",113131,54742,5810,746,48186,58389,8495,1686,48208
19140,"Dalton, GA Metro Area",111329,54847,2400,413,52034,56482,3738,468,52276
30140,"Lebanon, PA Metro Area",110623,53496,1405,1647,50444,57127,1695,1578,53854
44220,"Springfield, OH Metro Area",110473,52722,1834,1246,49642,57751,2845,1690,53216
38340,"Pittsfield, MA Metro Area",110165,52790,1973,1957,48860,57375,2832,2843,51700
46180,"Tupelo, MS Micro Area",110153,52640,2794,280,49566,57513,4388,460,52665
41900,"San Germ?n, PR Metro Area",109804,51931,1362,2393,48176,57873,1628,3453,52792
48140,"Wausau, WI Metro Area",109306,54631,2893,398,51340,54675,3130,701,50844
27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",109277,53650,3761,414,49475,55627,4401,611,50615
12980,"Battle Creek, MI Metro Area",108868,52581,2425,942,49214,56287,3407,1232,51648
25500,"Harrisonburg, VA Metro Area",108773,52157,8253,1304,42600,56616,11132,1601,43883
49020,"Winchester, VA-WV Metro Area",108081,53408,2015,1015,50378,54673,2082,1933,50658
24020,"Glens Falls, NY Metro Area",107361,53776,1688,494,51594,53585,2335,708,50542
45540,"The Villages, FL Metro Area",106498,53764,494,296,52974,52734,858,320,51556
31300,"Lumberton, NC Micro Area",105574,50152,2893,219,47040,55422,4736,481,50205
16060,"Carbondale-Marion, IL Metro Area",105352,52420,8923,303,43194,52932,8046,403,44483
27180,"Jackson, TN Metro Area",105042,49135,1937,2184,45014,55907,2890,3153,49864
11020,"Altoona, PA Metro Area",104367,50350,1977,611,47762,54017,2639,689,50689
43420,"Sierra Vista-Douglas, AZ Metro Area",104355,53145,3278,536,49331,51210,3063,887,47260
35100,"New Bern, NC Metro Area",104062,52463,2867,434,49162,51599,3650,676,47273
30020,"Lawton, OK Metro Area",103799,53904,3579,664,49661,49895,4479,471,44945
41140,"St. Joseph, MO-KS Metro Area",103748,53386,2840,356,50190,50362,3612,404,46346
30940,"London, KY Micro Area",102398,49510,1611,1091,46808,52888,2516,1175,49197
48260,"Weirton-Steubenville, WV-OH Metro Area",102184,48980,1781,1300,45899,53204,2442,2270,48492
13220,"Beckley, WV Metro Area",101690,50962,1633,308,49021,50728,2177,861,47690
13900,"Bismarck, ND Metro Area",101671,50673,1997,829,47847,50998,2513,1739,46746
26820,"Idaho Falls, ID Metro Area",101343,50336,2204,947,47185,51007,2546,811,47650
12300,"Augusta-Waterville, ME Micro Area",101245,48813,1846,1493,45474,52432,2866,1719,47847
27860,"Jonesboro, AR Metro Area",100898,48465,4281,362,43822,52433,5787,228,46418
25220,"Hammond, LA Metro Area",100751,48020,3588,184,44248,52731,5779,426,46526
31900,"Mansfield, OH Metro Area",99899,50611,1732,691,48188,49288,2478,735,46075
44420,"Staunton-Waynesboro, VA Metro Area",99757,48204,1207,487,46510,51553,1819,1436,48298
43300,"Sherman-Denison, TX Metro Area",99653,47981,2344,937,44700,51672,3217,651,47804
24140,"Goldsboro, NC Metro Area",99327,48153,2928,736,44489,51174,3732,1375,46067
34620,"Muncie, IN Metro Area",98436,46915,7778,315,38822,51521,10197,664,40660
34580,"Mount Vernon-Anacortes, WA Metro Area",97998,48259,1592,270,46397,49739,2408,422,46909
29940,"Lawrence, KS Metro Area",97852,48474,12310,1003,35161,49378,12073,806,36499
17420,"Cleveland, TN Metro Area",97836,47166,1715,1458,43993,50670,2314,2306,46050
20380,"Dunn, NC Micro Area",97514,47740,2894,1784,43062,49774,3887,2103,43784
10540,"Albany, OR Metro Area",96837,47316,3151,191,43974,49521,3300,476,45745
30860,"Logan, UT-ID Metro Area",96828,48113,8477,500,39136,48715,8892,459,39364
48700,"Williamsport, PA Metro Area",96376,46936,2107,1228,43601,49440,2405,1362,45673
34100,"Morristown, TN Metro Area",95027,46077,1570,685,43822,48950,1652,1166,46132
11500,"Anniston-Oxford-Jacksonville, AL Metro Area",94870,45052,3076,302,41674,49818,4091,272,45455
22140,"Farmington, NM Metro Area",94749,46693,3056,264,43373,48056,3999,356,43701
33540,"Missoula, MT Metro Area",94491,47330,6031,126,41173,47161,7135,304,39722
41660,"San Angelo, TX Metro Area",94422,46489,3972,335,42182,47933,4039,474,43420
43100,"Sheboygan, WI Metro Area",93700,46945,1857,840,44248,46755,1972,1211,43572
36980,"Owensboro, KY Metro Area",93141,44929,1679,670,42580,48212,2562,991,44659
15260,"Brunswick, GA Metro Area",93076,43904,1989,363,41552,49172,2382,435,46355
48060,"Watertown-Fort Drum, NY Metro Area",92897,48997,2354,685,45958,43900,3400,881,39619
36300,"Ogdensburg-Massena, NY Micro Area",92445,46995,3525,2813,40657,45450,4352,2231,38867
49300,"Wooster, OH Micro Area",92112,45066,2363,1092,41611,47046,2289,1462,43295
27060,"Ithaca, NY Metro Area",91251,44498,4103,10490,29905,46753,5073,9633,32047
48300,"Wenatchee, WA Metro Area",90982,45083,1423,228,43432,45899,2093,592,43214
33140,"Michigan City-La Porte, IN Metro Area",90925,47272,1443,646,45183,43653,2445,541,40667
26090,"Holland, MI Micro Area",90477,44786,1559,276,42951,45691,2197,356,43138
40700,"Roseburg, OR Micro Area",90254,44257,1647,456,42154,45997,2087,271,43639
18260,"Cookeville, TN Micro Area",89340,43805,4390,466,38949,45535,4019,301,41215
28100,"Kankakee, IL Metro Area",89321,43419,2346,1111,39962,45902,2373,2273,41256
19500,"Decatur, IL Metro Area",88219,41649,1465,1081,39103,46570,2173,1285,43112
13020,"Bay City, MI Metro Area",87904,42849,2754,321,39774,45055,2916,401,41738
15680,"California-Lexington Park, MD Metro Area",87804,43630,3003,796,39831,44174,4590,580,39004
30340,"Lewiston-Auburn, ME Metro Area",87686,42609,1491,1114,40004,45077,2750,1243,41084
14140,"Bluefield, WV-VA Micro Area",87497,42072,1801,524,39747,45425,2340,625,42460
41400,"Salem, OH Micro Area",87280,43828,1311,300,42217,43452,1812,355,41285
19260,"Danville, VA Micro Area",86872,41140,1889,672,38579,45732,2548,992,42192
40080,"Richmond-Berea, KY Micro Area",85773,41384,5832,1068,34484,44389,6543,1253,36593
19060,"Cumberland, MD-WV Metro Area",85504,43797,3911,205,39681,41707,3900,345,37462
44940,"Sumter, SC Metro Area",85450,40623,2562,735,37326,44827,3954,1065,39808
23460,"Gadsden, AL Metro Area",84850,40549,1818,138,38593,44301,2756,247,41298
32940,"Meridian, MS Micro Area",84728,40572,2077,177,38318,44156,3996,321,39839
23900,"Gettysburg, PA Metro Area",84613,41409,1002,1723,38684,43204,1902,2088,39214
46020,"Truckee-Grass Valley, CA Micro Area",84468,41521,2172,423,38926,42947,2611,410,39926
48580,"Whitewater-Elkhorn, WI Micro Area",84458,41892,4164,382,37346,42566,4580,698,37288
30620,"Lima, OH Metro Area",84408,42491,3191,1643,37657,41917,2368,1083,38466
42700,"Sebring, FL Metro Area",84323,40676,759,254,39663,43647,1538,258,41851
22540,"Fond du Lac, WI Metro Area",83484,40605,1460,834,38311,42879,1831,1474,39574
32420,"Mayag?ez, PR Metro Area",83426,39155,4060,2081,33014,44271,3463,2444,38364
31020,"Longview, WA Metro Area",83352,41119,1514,348,39257,42233,2077,379,39777
43320,"Show Low, AZ Micro Area",83230,41507,1703,260,39544,41723,2008,189,39526
24220,"Grand Forks, ND-MN Metro Area",82989,42552,7336,427,34789,40437,6571,181,33685
46100,"Tullahoma-Manchester, TN Micro Area",82854,39921,1225,877,37819,42933,1439,1249,40245
31860,"Mankato-North Mankato, MN Metro Area",81714,40841,6326,1706,32809,40873,6405,2149,32319
36140,"Ocean City, NJ Metro Area",81488,39497,1704,417,37376,41991,2160,570,39261
11180,"Ames, IA Metro Area",81248,42329,16344,252,25733,38919,12830,500,25589
10300,"Adrian, MI Micro Area",81122,40880,1456,1511,37913,40242,2135,1258,36849
14580,"Bozeman, MT Micro Area",80884,41834,6717,211,34906,39050,6043,225,32782
11780,"Ashtabula, OH Micro Area",80869,40401,1118,313,38970,40468,2112,437,37919
31740,"Manhattan, KS Metro Area",80748,42553,10427,594,31532,38195,10857,586,26752
26300,"Hot Springs, AR Metro Area",80494,38243,1524,186,36533,42251,2425,184,39642
18500,"Corning, NY Micro Area",80244,39672,1191,266,38215,40572,1726,657,38189
37140,"Paducah, KY-IL Micro Area",80047,38010,1671,135,36204,42037,2688,354,38995
16020,"Cape Girardeau, MO-IL Metro Area",79715,38425,4533,190,33702,41290,5382,490,35418
43140,"Shelby, NC Micro Area",79394,37695,2061,554,35080,41699,2486,1219,37994
21820,"Fairbanks, AK Metro Area",79153,42869,5197,613,37059,36284,4515,506,31263
46300,"Twin Falls, ID Micro Area",78666,38714,2081,150,36483,39952,3066,545,36341
44980,"Sunbury, PA Micro Area",78317,39431,646,287,38498,38886,1253,394,37239
42940,"Sevierville, TN Micro Area",78024,37729,1094,332,36303,40295,1294,557,38444
20220,"Dubuque, IA Metro Area",77891,38209,1205,2310,34694,39682,1614,2353,35715
17220,"Clarksburg, WV Micro Area",77623,38217,1101,367,36749,39406,1856,402,37148
47020,"Victoria, TX Metro Area",77493,37695,1361,239,36095,39798,2603,200,36995
38220,"Pine Bluff, AR Metro Area",77394,39414,1807,560,37047,37980,2967,716,34297
40660,"Rome, GA Metro Area",77307,36923,1423,1306,34194,40384,2100,2003,36281
16940,"Cheyenne, WY Metro Area",77286,38983,2888,316,35779,38303,3155,483,34665
28060,"Kalispell, MT Micro Area",77068,38027,928,165,36934,39041,1506,529,37006
24940,"Greenwood, SC Micro Area",76977,35657,1835,590,33232,41320,3444,604,37272
38240,"Pinehurst-Southern Pines, NC Micro Area",76591,36399,1280,387,34732,40192,2135,439,37618
37620,"Parkersburg-Vienna, WV Metro Area",75972,36485,1552,354,34579,39487,2128,507,36852
45180,"Talladega-Sylacauga, AL Micro Area",75536,36570,1245,182,35143,38966,1885,349,36732
18700,"Corvallis, OR Metro Area",75492,38062,10948,227,26887,37430,9125,228,28077
35420,"New Philadelphia-Dover, OH Micro Area",75130,36505,1431,220,34854,38625,1887,369,36369
10700,"Albertville, AL Micro Area",75127,36684,1387,77,35220,38443,2227,168,36048
14660,"Brainerd, MN Micro Area",75125,37437,1125,147,36165,37688,1950,298,35440
26860,"Indiana, PA Micro Area",74220,37005,5501,200,31304,37215,5580,423,31212
35260,"New Castle, PA Micro Area",73884,35392,1088,716,33588,38492,1322,1004,36166
13180,"Beaver Dam, WI Micro Area",73167,38523,1059,378,37086,34644,1403,494,32747
26660,"Huntsville, TX Micro Area",72996,41931,5080,121,36730,31065,6352,264,24449
36700,"Orangeburg, SC Micro Area",72834,33516,2520,538,30458,39318,3571,1074,34673
14100,"Bloomsburg-Berwick, PA Metro Area",72082,34292,3747,313,30232,37790,4896,303,32591
21300,"Elmira, NY Metro Area",71763,35420,834,563,34023,36343,1875,1159,33309
32740,"Meadville, PA Micro Area",71709,34617,921,1348,32348,37092,1276,1241,34575
46380,"Ukiah, CA Micro Area",71637,35558,1486,234,33838,36079,2336,402,33341
14700,"Branson, MO Micro Area",71251,34492,1129,842,32521,36759,1696,1023,34040
24420,"Grants Pass, OR Metro Area",70675,34297,1079,90,33128,36378,1573,321,34484
49780,"Zanesville, OH Micro Area",69700,33334,1247,609,31478,36366,1995,993,33378
38460,"Plattsburgh, NY Micro Area",69297,35545,2834,234,32477,33752,3901,318,29533
34180,"Moses Lake, WA Micro Area",69230,34873,1595,80,33198,34357,1762,287,32308
48020,"Watertown-Fort Atkinson, WI Micro Area",69112,34294,2491,555,31248,34818,2566,550,31702
20180,"DuBois, PA Micro Area",68724,35966,825,187,34954,32758,984,386,31388
31260,"Lufkin, TX Micro Area",68651,33195,1401,62,31732,35456,2600,270,32586
25840,"Hermiston-Pendleton, OR Micro Area",68593,35873,1226,214,34433,32720,2125,169,30426
33220,"Midland, MI Metro Area",68574,33556,1809,687,31060,35018,1901,861,32256
40780,"Russellville, AR Micro Area",68164,33350,3445,101,29804,34814,3778,694,30342
28580,"Key West, FL Micro Area",67456,35745,1277,573,33895,31711,1381,588,29742
36020,"Oak Harbor, WA Micro Area",67353,33347,1568,387,31392,34006,1698,499,31809
29020,"Kokomo, IN Metro Area",67112,31954,1599,231,30124,35158,2014,226,32918
29860,"Laurel, MS Micro Area",67080,31997,1452,260,30285,35083,1537,613,32933
44660,"Stillwater, OK Micro Area",66734,34097,10614,215,23268,32637,9066,261,23310
24500,"Great Falls, MT Metro Area",66396,33194,1644,389,31161,33202,2164,458,30580
31820,"Manitowoc, WI Micro Area",66375,32836,1002,260,31574,33539,1523,529,31487
18980,"Cullman, AL Micro Area",66165,32498,1107,271,31120,33667,1580,197,31890
24260,"Grand Island, NE Metro Area",65921,32805,985,189,31631,33116,1634,408,31074
12180,"Auburn, NY Micro Area",65763,33700,1415,549,31736,32063,1488,887,29688
48980,"Wilson, NC Micro Area",65704,30533,1105,313,29115,35171,2202,915,32054
25020,"Guayama, PR Metro Area",65367,31573,1474,801,29298,33794,1838,1092,30864
11980,"Athens, TX Micro Area",64925,31252,1114,177,29961,33673,1769,205,31699
38540,"Pocatello, ID Metro Area",64870,32086,4028,261,27797,32784,4208,313,28263
36660,"Opelousas, LA Micro Area",64798,30514,482,231,29801,34284,1067,352,32865
43740,"Somerset, PA Micro Area",64760,33761,762,248,32751,30999,1083,335,29581
28300,"Keene, NH Micro Area",64723,31423,1878,902,28643,33300,3508,1207,28585
16220,"Casper, WY Metro Area",64467,32490,1565,183,30742,31977,2746,338,28893
18020,"Columbus, IN Metro Area",63978,31861,1139,225,30497,32117,2194,410,29513
36460,"Olean, NY Micro Area",63823,31318,761,972,29585,32505,1276,1265,29964
25740,"Helena, MT Micro Area",63784,31597,1165,819,29613,32187,1280,1189,29718
19180,"Danville, IL Metro Area",63687,31476,1141,120,30215,32211,1559,171,30481
39020,"Portsmouth, OH Micro Area",63429,31049,1487,291,29271,32380,2386,326,29668
17060,"Chillicothe, OH Micro Area",63404,33408,1278,196,31934,29996,1512,423,28061
42620,"Searcy, AR Micro Area",63302,30622,1317,2103,27202,32680,1649,2623,28408
41780,"Sandusky, OH Micro Area",62938,30560,1266,339,28955,32378,1871,541,29966
42860,"Seneca, SC Micro Area",62600,30663,1576,239,28848,31937,2300,191,29446
47700,"Warsaw, IN Micro Area",62588,30893,889,614,29390,31695,1190,891,29614
38820,"Port Angeles, WA Micro Area",62525,30756,1396,248,29112,31769,1366,291,30112
39500,"Quincy, IL-MO Micro Area",62507,30234,786,742,28706,32273,1536,953,29784
16500,"Centralia, WA Micro Area",62137,30834,1179,264,29391,31303,1646,429,29228
33500,"Minot, ND Micro Area",61728,32581,2254,328,29999,29147,2361,335,26451
22300,"Findlay, OH Micro Area",61413,29907,1133,1204,27570,31506,1326,2207,27973
44340,"Statesboro, GA Micro Area",60961,29899,8707,280,20912,31062,8914,390,21758
25980,"Hinesville, GA Metro Area",60856,30936,2120,436,28380,29920,3416,718,25786
40260,"Roanoke Rapids, NC Micro Area",60741,28749,1011,199,27539,31992,1900,439,29653
24640,"Greenfield Town, MA Micro Area",60375,29227,1518,331,27378,31148,1826,688,28634
34380,"Mount Pleasant, MI Micro Area",60316,29099,8884,267,19948,31217,10814,370,20033
49220,"Wisconsin Rapids-Marshfield, WI Micro Area",60249,29583,1185,279,28119,30666,1272,410,28984
24060,"Glenwood Springs, CO Micro Area",60073,30992,954,214,29824,29081,1554,532,26995
34340,"Mount Airy, NC Micro Area",59674,28704,1229,98,27377,30970,1301,230,29439
37260,"Palatka, FL Micro Area",59156,28826,739,95,27992,30330,1188,253,28889
44620,"Stevens Point, WI Micro Area",59110,29505,4553,260,24692,29605,5003,307,24295
10140,"Aberdeen, WA Micro Area",58904,30316,1201,172,28943,28588,1293,142,27153
23180,"Frankfort, KY Micro Area",58715,28156,1047,353,26756,30559,2112,439,28008
33980,"Morehead City, NC Micro Area",58232,28314,1298,205,26811,29918,1828,359,27731
24620,"Greeneville, TN Micro Area",57438,27752,842,369,26541,29686,1092,608,27986
32100,"Marquette, MI Micro Area",57295,28839,3688,236,24915,28456,4476,210,23770
28180,"Kapaa, HI Micro Area",57183,28294,982,248,27064,28889,1147,521,27221
43060,"Shawnee, OK Micro Area",57111,26777,1080,480,25217,30334,1608,957,27769
11900,"Athens, OH Micro Area",56975,28361,9513,296,18552,28614,9751,276,18587
35900,"North Wilkesboro, NC Micro Area",56825,27817,1044,108,26665,29008,1171,204,27633
37020,"Owosso, MI Micro Area",56527,27691,1267,455,25969,28836,1568,661,26607
31980,"Marion, IN Micro Area",56498,26798,866,1988,23944,29700,981,2921,25798
22840,"Fort Payne, AL Micro Area",56444,27581,1111,85,26385,28863,1230,211,27422
29380,"Lake City, FL Micro Area",55676,28832,747,188,27897,26844,1573,294,24977
34780,"Muskogee, OK Micro Area",55573,26816,1270,375,25171,28757,1724,330,26703
23700,"Gallup, NM Micro Area",55394,26096,1348,222,24526,29298,2177,333,26788
22580,"Forest City, NC Micro Area",55162,26489,847,234,25408,28673,1503,291,26879
39980,"Richmond, IN Micro Area",55081,26421,1274,659,24488,28660,1662,753,26245
29300,"LaGrange, GA Micro Area",54714,25917,947,192,24778,28797,1518,654,26625
32300,"Martinsville, VA Micro Area",54531,25541,925,120,24496,28990,1506,420,27064
31940,"Marinette, WI-MI Micro Area",54524,27305,899,215,26191,27219,1447,296,25476
22100,"Farmington, MO Micro Area",54431,29751,754,256,28741,24680,1575,277,22828
32020,"Marion, OH Micro Area",54275,29102,1001,231,27870,25173,1501,218,23454
28900,"Klamath Falls, OR Micro Area",54052,26917,1688,85,25144,27135,2081,142,24912
16660,"Charleston-Mattoon, IL Micro Area",53748,25810,3854,59,21897,27938,5723,252,21963
17340,"Clearlake, CA Micro Area",53387,26473,1097,189,25187,26914,1441,319,25154
18300,"Coos Bay, OR Micro Area",53315,26071,759,25,25287,27244,1005,403,25836
22060,"Faribault-Northfield, MN Micro Area",53110,27081,889,2768,23424,26029,1027,3397,21605
26460,"Hudson, NY Micro Area",52720,26302,652,287,25363,26418,927,411,25080
36580,"Oneonta, NY Micro Area",52648,25251,2942,645,21664,27397,3538,1204,22655
47460,"Walla Walla, WA Metro Area",52590,26821,1683,1354,23784,25769,1687,1462,22620
34860,"Nacogdoches, TX Micro Area",52526,24720,4115,55,20550,27806,6182,75,21549
32220,"Marshall, TX Micro Area",52381,25367,779,450,24138,27014,1263,540,25211
10460,"Alamogordo, NM Micro Area",52148,26739,1593,279,24867,25409,2364,233,22812
43700,"Somerset, KY Micro Area",51921,25070,970,118,23982,26851,1209,302,25340
21020,"Elizabeth City, NC Micro Area",51898,25252,1777,160,23315,26646,2713,213,23720
26960,"Ionia, MI Micro Area",51825,27490,1090,475,25925,24335,1204,322,22809
26740,"Hutchinson, KS Micro Area",51632,25872,1181,139,24552,25760,1295,200,24265
40860,"Rutland, VT Micro Area",51345,25002,1433,460,23109,26343,1971,645,23727
43220,"Shelton, WA Micro Area",51251,26380,652,83,25645,24871,928,72,23871
31930,"Marietta, OH Micro Area",51223,25162,914,749,23499,26061,984,689,24388
30300,"Lewiston, ID-WA Metro Area",51206,24906,1336,195,23375,26300,1835,200,24265
12660,"Baraboo, WI Micro Area",51203,25326,864,225,24237,25877,1041,304,24532
26020,"Hobbs, NM Micro Area",51198,26321,824,301,25196,24877,1410,137,23330
23860,"Georgetown, SC Micro Area",50983,23896,781,218,22897,27087,1383,321,25383
29060,"Laconia, NH Micro Area",50961,24712,703,431,23578,26249,1377,568,24304
40740,"Roswell, NM Micro Area",50957,25078,1290,500,23288,25879,1612,317,23950
42380,"Sayre, PA Micro Area",50519,24845,571,159,24115,25674,901,219,24554
39780,"Red Bluff, CA Micro Area",50485,24856,771,96,23989,25629,1827,258,23544
22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",49944,24953,749,150,24054,24991,1148,228,23615
10620,"Albemarle, NC Micro Area",49686,24568,787,474,23307,25118,1237,538,23343
12740,"Barre, VT Micro Area",49466,24277,634,1563,22080,25189,830,880,23479
13720,"Big Stone Gap, VA Micro Area",49368,25215,1139,108,23968,24153,1385,179,22589
18900,"Crossville, TN Micro Area",49320,23842,582,105,23155,25478,772,298,24408
34540,"Mount Vernon, OH Micro Area",49280,23922,522,1569,21831,25358,921,1791,22646
41460,"Salina, KS Micro Area",49206,24331,1630,368,22333,24875,1640,403,22832
12860,"Batavia, NY Micro Area",49092,24357,951,249,23157,24735,1374,475,22886
21420,"Enid, OK Metro Area",48827,24174,821,156,23197,24653,1148,283,23222
27600,"Jefferson, GA Micro Area",48777,23827,1273,90,22464,24950,1390,213,23347
23380,"Fremont, OH Micro Area",48553,23694,914,295,22485,24859,1405,389,23065
37300,"Palestine, TX Micro Area",48472,30554,2101,100,28353,17918,718,117,17083
37080,"Oxford, NC Micro Area",48236,24458,1166,369,22923,23778,1397,342,22039
44780,"Sturgis, MI Micro Area",48232,23852,727,101,23024,24380,997,135,23248
18060,"Columbus, MS Micro Area",47914,22470,1404,117,20949,25444,3032,135,22277
22260,"Fergus Falls, MN Micro Area",47547,23746,693,198,22855,23801,758,202,22841
28820,"Kinston, NC Micro Area",47439,22363,1038,122,21203,25076,1904,263,22909
21900,"Fairmont, WV Micro Area",47240,23007,1770,162,21075,24233,2408,201,21624
14380,"Boone, NC Micro Area",47047,23387,7551,174,15662,23660,8108,174,15378
41820,"Sanford, NC Micro Area",46984,22586,1048,224,21314,24398,1479,293,22626
38580,"Point Pleasant, WV-OH Micro Area",46869,22496,740,278,21478,24373,1049,354,22970
35940,"Norwalk, OH Micro Area",46739,22937,730,125,22082,23802,1098,248,22456
44580,"Sterling, IL Micro Area",46546,22765,613,179,21973,23781,1189,392,22200
43760,"Sonora, CA Micro Area",46510,24412,1258,134,23020,22098,1087,134,20877
33300,"Milledgeville, GA Micro Area",46010,23600,2593,506,20501,22410,3828,564,18018
20140,"Dublin, GA Micro Area",45932,21943,790,72,21081,23989,1132,364,22493
45660,"Tiffin, OH Micro Area",45485,22484,580,1438,20466,23001,849,1185,20967
46980,"Vicksburg, MS Micro Area",45473,21335,1193,45,20097,24138,2079,293,21766
40100,"Rio Grande City, TX Micro Area",45434,21777,1356,41,20380,23657,1478,27,22152
20420,"Durango, CO Micro Area",45232,22784,1957,237,20590,22448,2544,330,19574
23500,"Gaffney, SC Micro Area",45161,21744,917,603,20224,23417,947,456,22014
16180,"Carson City, NV Metro Area",45129,22994,1595,19,21380,22135,1839,201,20095
24100,"Gloversville, NY Micro Area",45121,22236,793,156,21287,22885,1003,216,21666
36340,"Oil City, PA Micro Area",44625,21794,494,187,21113,22831,737,267,21827
38100,"Picayune, MS Micro Area",44597,21773,1146,149,20478,22824,1721,253,20850
47660,"Warrensburg, MO Micro Area",44335,22843,3897,388,18558,21492,4626,177,16689
19220,"Danville, KY Micro Area",44309,21687,756,704,20227,22622,1246,972,20404
15660,"Calhoun, GA Micro Area",44303,21525,730,174,20621,22778,1111,56,21611
27540,"Jasper, IN Micro Area",44258,21889,559,114,21216,22369,1172,177,21020
37060,"Oxford, MS Micro Area",44211,21333,5809,233,15291,22878,6612,175,16091
37740,"Payson, AZ Micro Area",44123,21770,759,249,20762,22353,803,125,21425
16100,"Carlsbad-Artesia, NM Micro Area",44098,22218,589,43,21586,21880,1312,131,20437
28260,"Kearney, NE Micro Area",44080,21789,2631,139,19019,22291,3669,104,18518
48180,"Waycross, GA Micro Area",43571,21469,654,30,20785,22102,1092,119,20891
49100,"Winona, MN Micro Area",43479,21387,2846,722,17819,22092,4454,713,16925
11740,"Ashland, OH Micro Area",43402,21032,369,1300,19363,22370,1106,1382,19882
42460,"Scottsboro, AL Micro Area",43317,20998,652,72,20274,22319,768,148,21403
23660,"Galesburg, IL Micro Area",43259,21790,868,825,20097,21469,1036,825,19608
11940,"Athens, TN Micro Area",43222,20869,523,355,19991,22353,1014,426,20913
31660,"Malone, NY Micro Area",42970,23613,590,617,22406,19357,753,366,18238
38420,"Platteville, WI Micro Area",42948,22441,4138,77,18226,20507,2468,309,17730
22780,"Fort Leonard Wood, MO Micro Area",42923,24962,3457,648,20857,17961,2010,529,15422
23980,"Glasgow, KY Micro Area",42917,20700,650,95,19955,22217,1452,250,20515
20780,"Edwards, CO Micro Area",42620,22684,768,278,21638,19936,963,271,18702
28500,"Kerrville, TX Micro Area",42524,20264,634,471,19159,22260,903,357,21000
22280,"Fernley, NV Micro Area",42400,21387,498,155,20734,21013,818,308,19887
40300,"Rochelle, IL Micro Area",42258,20943,924,254,19765,21315,1056,303,19956
34020,"Morgan City, LA Micro Area",42244,20688,469,92,20127,21556,693,87,20776
32380,"Mason City, IA Micro Area",42172,20444,696,156,19592,21728,1173,313,20242
44260,"Starkville, MS Micro Area",42068,21116,8640,271,12205,20952,7500,67,13385
35020,"Natchez, MS-LA Micro Area",42063,21127,624,95,20408,20936,1337,141,19458
36620,"Ontario, OR-ID Micro Area",41875,22266,1100,215,20951,19609,1059,220,18330
24820,"Greenville, OH Micro Area",41834,20434,704,139,19591,21400,1089,206,20105
12780,"Bartlesville, OK Micro Area",41781,19967,626,287,19054,21814,1041,382,20391
